time_th,open,high,low,close,tick_volume
2026-01-07T03:00:00+0700,1.17002,1.17017,1.16834,1.16872,4232
2026-01-07T07:00:00+0700,1.1684,1.17001,1.16831,1.16952,3390
2026-01-07T11:00:00+0700,1.16952,1.17023,1.16904,1.16927,3913
2026-01-07T15:00:00+0700,1.16927,1.16991,1.16724,1.16838,6329
2026-01-07T19:00:00+0700,1.16838,1.16944,1.16807,1.16912,6890
2026-01-07T23:00:00+0700,1.16911,1.16982,1.1679599999999999,1.1687400000000001,10305
2026-01-08T03:00:00+0700,1.16876,1.16898,1.16732,1.16744,4022
2026-01-08T07:00:00+0700,1.16729,1.16776,1.16724,1.16743,2211
2026-01-08T11:00:00+0700,1.16744,1.16825,1.16722,1.1682,3445
2026-01-08T15:00:00+0700,1.1682,1.16825,1.16685,1.16763,6582
2026-01-08T19:00:00+0700,1.16763,1.16815,1.16578,1.16624,6349
2026-01-08T23:00:00+0700,1.16624,1.1673499999999999,1.16432,1.16502,8875
2026-01-09T03:00:00+0700,1.16501,1.16621,1.16422,1.16571,4460
2026-01-09T07:00:00+0700,1.16562,1.16619,1.1648,1.16487,2850
2026-01-09T11:00:00+0700,1.16487,1.16588,1.16455,1.16506,3601
2026-01-09T15:00:00+0700,1.16506,1.16525,1.16397,1.1642000000000001,5642
2026-01-09T19:00:00+0700,1.1642000000000001,1.16601,1.16252,1.16448,8185
2026-01-09T23:00:00+0700,1.16441,1.1652,1.16177,1.16312,12225
2026-01-10T03:00:00+0700,1.16314,1.16395,1.16281,1.16317,3903
2026-01-12T07:00:00+0700,1.16268,1.16709,1.16212,1.16559,5772
2026-01-12T11:00:00+0700,1.16557,1.16705,1.16525,1.16687,4068
2026-01-12T15:00:00+0700,1.16687,1.16954,1.16636,1.16816,7522
2026-01-12T19:00:00+0700,1.1681300000000001,1.16981,1.1675200000000001,1.16924,7217
2026-01-12T23:00:00+0700,1.16922,1.16924,1.16657,1.16682,8864
2026-01-13T03:00:00+0700,1.16682,1.16733,1.16626,1.16649,3266
2026-01-13T07:00:00+0700,1.16661,1.16702,1.1656,1.16578,3671
2026-01-13T11:00:00+0700,1.16581,1.16671,1.16561,1.16623,3643
2026-01-13T15:00:00+0700,1.16624,1.16722,1.16534,1.16714,5889
2026-01-13T19:00:00+0700,1.16714,1.16771,1.16497,1.1668,7469
2026-01-13T23:00:00+0700,1.16679,1.16729,1.16337,1.16456,10300
2026-01-14T03:00:00+0700,1.16456,1.16541,1.16411,1.16414,4299
2026-01-14T07:00:00+0700,1.16402,1.16451,1.16365,1.16376,2737
2026-01-14T11:00:00+0700,1.16376,1.16485,1.16358,1.16417,3108
2026-01-14T15:00:00+0700,1.16416,1.16533,1.16405,1.16514,5525
2026-01-14T19:00:00+0700,1.16513,1.16594,1.16434,1.16495,7706
2026-01-14T23:00:00+0700,1.16495,1.16612,1.16451,1.16463,10205
2026-01-15T03:00:00+0700,1.16462,1.16472,1.1635,1.1644,4751
2026-01-15T07:00:00+0700,1.16435,1.16465,1.16327,1.16382,3768
2026-01-15T11:00:00+0700,1.16382,1.16411,1.1633,1.16348,3347
2026-01-15T15:00:00+0700,1.16347,1.16394,1.16256,1.16354,5893
2026-01-15T19:00:00+0700,1.16354,1.16405,1.15984,1.16009,7021
2026-01-15T23:00:00+0700,1.16009,1.16133,1.15926,1.16085,9291
2026-01-16T03:00:00+0700,1.16084,1.1616900000000001,1.16024,1.16083,4272
2026-01-16T07:00:00+0700,1.16036,1.16097,1.1602000000000001,1.16064,3239
2026-01-16T11:00:00+0700,1.16064,1.16137,1.16055,1.16062,3421
2026-01-16T15:00:00+0700,1.16062,1.16147,1.16038,1.16078,5344
2026-01-16T19:00:00+0700,1.16079,1.16229,1.16076,1.16181,6106
2026-01-16T23:00:00+0700,1.16181,1.16269,1.15841,1.15952,11406
2026-01-17T03:00:00+0700,1.15952,1.16018,1.15889,1.15972,4109
2026-01-19T07:00:00+0700,1.15786,1.16375,1.15767,1.1622,8740
2026-01-19T11:00:00+0700,1.16222,1.16371,1.16153,1.1627,4654
2026-01-19T15:00:00+0700,1.1627,1.1641,1.16107,1.16238,6950
2026-01-19T19:00:00+0700,1.16239,1.1635,1.16198,1.16315,5376
