time_th,open,high,low,close,tick_volume
2025-11-24T07:00:00+0700,1.15103,1.155,1.15014,1.15199,31031
2025-11-25T07:00:00+0700,1.15176,1.15856,1.15112,1.15682,38510
2025-11-26T07:00:00+0700,1.1567,1.16004,1.15467,1.15958,43783
2025-11-27T07:00:00+0700,1.15882,1.16131,1.15761,1.15944,24861
2025-11-28T07:00:00+0700,1.15917,1.16071,1.15546,1.15951,59627
2025-12-01T07:00:00+0700,1.159,1.16515,1.15889,1.16075,40823
2025-12-02T07:00:00+0700,1.16068,1.16254,1.1590799999999999,1.16236,31070
2025-12-03T07:00:00+0700,1.1620300000000001,1.16771,1.16174,1.16698,32980
2025-12-04T07:00:00+0700,1.16645,1.16815,1.16406,1.16435,32853
2025-12-05T07:00:00+0700,1.16417,1.16713,1.16275,1.16419,32570
2025-12-08T07:00:00+0700,1.16329,1.16717,1.1616,1.16357,39075
2025-12-09T07:00:00+0700,1.16316,1.16568,1.16146,1.16251,35326
2025-12-10T07:00:00+0700,1.1625,1.16993,1.1621299999999999,1.16942,40697
2025-12-11T07:00:00+0700,1.16936,1.1762299999999999,1.16818,1.17374,39464
2025-12-12T07:00:00+0700,1.17382,1.17494,1.17191,1.17385,35031
2025-12-15T07:00:00+0700,1.17298,1.1768399999999999,1.17259,1.17522,33924
2025-12-16T07:00:00+0700,1.17494,1.18035,1.17346,1.17456,41798
2025-12-17T07:00:00+0700,1.17451,1.17576,1.17027,1.17392,39812
2025-12-18T07:00:00+0700,1.17372,1.17621,1.17122,1.17224,39466
2025-12-19T07:00:00+0700,1.17156,1.17373,1.17024,1.17068,35931
2025-12-22T07:00:00+0700,1.17139,1.17689,1.17056,1.17604,30934
2025-12-23T07:00:00+0700,1.17533,1.18015,1.1752,1.1791800000000001,40453
2025-12-24T07:00:00+0700,1.1789399999999999,1.18075,1.17722,1.17758,34644
2025-12-26T07:00:00+0700,1.17765,1.17963,1.17611,1.17695,37232
2025-12-29T07:00:00+0700,1.17633,1.17886,1.1749,1.17708,35371
2025-12-30T07:00:00+0700,1.1766,1.17794,1.17429,1.17464,30913
2025-12-31T07:00:00+0700,1.17421,1.1759,1.17196,1.17444,32454
2026-01-02T07:00:00+0700,1.17447,1.17645,1.17129,1.17183,31850
2026-01-05T07:00:00+0700,1.17185,1.17283,1.16585,1.17202,40823
2026-01-06T07:00:00+0700,1.17175,1.17424,1.16834,1.16872,37161
2026-01-07T07:00:00+0700,1.1684,1.17023,1.16724,1.16744,34849
2026-01-08T07:00:00+0700,1.16729,1.16825,1.16422,1.16571,31922
2026-01-09T07:00:00+0700,1.16562,1.16619,1.16177,1.16317,36406
2026-01-12T07:00:00+0700,1.16268,1.16981,1.16212,1.16649,36709
2026-01-13T07:00:00+0700,1.16661,1.16771,1.16337,1.16414,35271
2026-01-14T07:00:00+0700,1.16402,1.16612,1.1635,1.1644,34032
2026-01-15T07:00:00+0700,1.16435,1.16465,1.15926,1.16083,33592
2026-01-16T07:00:00+0700,1.16036,1.16269,1.15841,1.15972,33625
2026-01-19T07:00:00+0700,1.15786,1.16483,1.15767,1.1644700000000001,32387
2026-01-20T07:00:00+0700,1.16413,1.1768,1.16322,1.1724999999999999,49056
2026-01-21T07:00:00+0700,1.17177,1.17426,1.16757,1.1686,45223
2026-01-22T07:00:00+0700,1.168,1.17551,1.16696,1.17536,37002
2026-01-23T07:00:00+0700,1.17479,1.18332,1.17278,1.18273,43852
2026-01-26T07:00:00+0700,1.1859899999999999,1.19066,1.1834500000000001,1.18786,59293
2026-01-27T07:00:00+0700,1.18715,1.20819,1.185,1.20389,60773
2026-01-28T07:00:00+0700,1.2036,1.2044,1.18953,1.1952,66284
2026-01-29T07:00:00+0700,1.19527,1.19961,1.19056,1.19692,66018
2026-01-30T07:00:00+0700,1.19621,1.19742,1.18488,1.1849,81380
2026-02-02T07:00:00+0700,1.1849,1.18743,1.17755,1.17892,70012
2026-02-03T07:00:00+0700,1.17812,1.1828400000000001,1.1779600000000001,1.1817199999999999,50939
2026-02-04T07:00:00+0700,1.1813500000000001,1.18375,1.179,1.18041,49437
2026-02-05T07:00:00+0700,1.18008,1.18213,1.17739,1.17777,53746
2026-02-06T07:00:00+0700,1.17758,1.18256,1.17652,1.18132,41003
2026-02-09T07:00:00+0700,1.181,1.19262,1.18093,1.1914,46795
2026-02-10T07:00:00+0700,1.19087,1.19281,1.18865,1.18926,41726
2026-02-11T07:00:00+0700,1.18916,1.1926700000000001,1.1832799999999999,1.18699,49725
2026-02-12T07:00:00+0700,1.18747,1.18894,1.18519,1.18698,48977
2026-02-13T07:00:00+0700,1.18641,1.18846,1.18468,1.18669,42651
2026-02-16T07:00:00+0700,1.18659,1.187,1.18459,1.18502,22351
2026-02-17T07:00:00+0700,1.1848,1.18515,1.18118,1.18126,27421
