time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pdh,pdl,pdc,sweep_prev_high,sweep_prev_low
2026-01-07T03:00:00+0700,1.17002,1.17017,1.16834,1.16872,4232,0.0018299999999999983,0.0018299999999999983,0.0018299999999999983,0.0013000000000000789,0.00014999999999987246,0.00038000000000004697,0.20765027322406956,0,0,,0,0,0,0,1.16872,1.16872,,,,0,0
2026-01-07T07:00:00+0700,1.1684,1.17001,1.16831,1.16952,3390,0.0017000000000000348,0.0018207142857142868,0.0017000000000000348,0.0011199999999997878,0.0004900000000001015,9.000000000014552e-05,0.7117647058822991,0,0,,0,0,0,0,1.1687961904761905,1.1687513725490195,,,,0,0
2026-01-07T11:00:00+0700,1.16952,1.17023,1.16904,1.16927,3913,0.0011900000000000244,0.0017756632653061252,0.0011900000000000244,0.00024999999999986144,0.0007100000000002105,0.00022999999999995246,0.19327731092432585,1,0,,0,0,0,0,1.1688413151927437,1.1687717108804305,,,,0,0
2026-01-07T15:00:00+0700,1.16927,1.16991,1.16724,1.16838,6329,0.00266999999999995,0.0018395444606413983,0.00266999999999995,0.0008900000000000574,0.0006399999999999739,0.0011399999999999189,0.426966292134809,0,1,,0,0,0,0,1.1687973804124823,1.1687563496694333,,,,0,0
2026-01-07T19:00:00+0700,1.16838,1.16944,1.16807,1.16912,6890,0.0013700000000000934,0.0018060055705955908,0.0013700000000000934,0.0007399999999999629,0.000320000000000098,0.00031000000000003247,0.766423357664178,0,0,,0,0,0,0,1.1688281060874839,1.1687706104667104,,,,0,0
2026-01-07T23:00:00+0700,1.16911,1.16982,1.1679599999999999,1.1687400000000001,10305,0.0018600000000001948,0.0018098623155530626,0.0018600000000001948,0.00036999999999998145,0.0007099999999999884,0.000780000000000225,0.41935483870975443,0,0,,0,0,0,0,1.1688197150315331,1.1687694100562511,,,,0,0
2026-01-08T03:00:00+0700,1.16876,1.16898,1.16732,1.16744,4022,0.0016599999999999948,0.0017991578644421292,0.0016599999999999948,0.0013199999999999878,0.00021999999999988695,0.00012000000000012001,0.07228915662657855,0,0,,0,0,0,0,1.1686883135999586,1.1687172763285552,1.17023,1.16724,1.1687400000000001,0,0
2026-01-08T07:00:00+0700,1.16729,1.16776,1.16724,1.16743,2211,0.0005199999999998539,0.0017077894455533953,0.0005199999999998539,0.000140000000000029,0.00032999999999994145,4.999999999988347e-05,0.3653846153845497,0,0,,0,0,0,0,1.1685684742094864,1.168666794903906,1.17023,1.16724,1.1687400000000001,0,0
2026-01-08T11:00:00+0700,1.16744,1.16825,1.16722,1.1682,3445,0.0010300000000000864,0.0016593759137281592,0.0010300000000000864,0.0007599999999998719,5.0000000000105516e-05,0.000220000000000109,0.9514563106795133,0,0,,0,0,0,0,1.1685333814276306,1.1686484892214,1.17023,1.16724,1.1687400000000001,0,1
2026-01-08T15:00:00+0700,1.1682,1.16825,1.16685,1.16763,6582,0.0014000000000000679,0.0016408490627475812,0.0014000000000000679,0.0005699999999999594,5.0000000000105516e-05,0.0007800000000000029,0.5571428571428322,0,0,,0,0,0,0,1.1684473451011896,1.1686085484676196,1.17023,1.16724,1.1687400000000001,0,1
