time_th,open,high,low,close,tick_volume
2025-09-27T03:00:00+0700,1.16923,1.1706699999999999,1.16905,1.16986,4745
2025-09-29T07:00:00+0700,1.16975,1.17228,1.16975,1.17211,3453
2025-09-29T11:00:00+0700,1.17211,1.17325,1.17139,1.17265,4243
2025-09-29T15:00:00+0700,1.17265,1.17328,1.17073,1.17232,7584
2025-09-29T19:00:00+0700,1.17232,1.17506,1.17087,1.17494,8269
2025-09-29T23:00:00+0700,1.17493,1.1754,1.1722299999999999,1.17289,10103
2025-09-30T03:00:00+0700,1.17288,1.17324,1.17198,1.17256,3593
2025-09-30T07:00:00+0700,1.17233,1.17319,1.17121,1.17203,3412
2025-09-30T11:00:00+0700,1.17203,1.17282,1.17117,1.17281,4896
2025-09-30T15:00:00+0700,1.17281,1.1761,1.17277,1.17551,8378
2025-09-30T19:00:00+0700,1.17551,1.17578,1.17326,1.17366,7289
2025-09-30T23:00:00+0700,1.17367,1.17586,1.1716,1.17561,12380
2025-10-01T03:00:00+0700,1.17561,1.17609,1.17317,1.17324,4838
2025-10-01T07:00:00+0700,1.17319,1.17419,1.17292,1.17355,3228
2025-10-01T11:00:00+0700,1.17355,1.17582,1.17298,1.17577,3662
2025-10-01T15:00:00+0700,1.17586,1.17782,1.17416,1.17492,11125
2025-10-01T19:00:00+0700,1.17495,1.17682,1.17155,1.17486,12017
2025-10-01T23:00:00+0700,1.17486,1.1763,1.17151,1.1722299999999999,14687
2025-10-02T03:00:00+0700,1.1722299999999999,1.17415,1.17212,1.17294,5112
2025-10-02T07:00:00+0700,1.17275,1.17367,1.17242,1.17293,3878
2025-10-02T11:00:00+0700,1.17293,1.17415,1.17233,1.17338,3761
2025-10-02T15:00:00+0700,1.17338,1.17563,1.17291,1.17531,7567
2025-10-02T19:00:00+0700,1.17531,1.17577,1.1734,1.17371,7810
2025-10-02T23:00:00+0700,1.17371,1.17434,1.16827,1.17144,12011
2025-10-03T03:00:00+0700,1.17144,1.17261,1.1712,1.17148,4002
2025-10-03T07:00:00+0700,1.1713,1.17254,1.17129,1.17237,2809
2025-10-03T11:00:00+0700,1.17238,1.17289,1.17157,1.17175,4162
2025-10-03T15:00:00+0700,1.17175,1.17442,1.17143,1.17397,6782
2025-10-03T19:00:00+0700,1.1739600000000001,1.17423,1.17271,1.17388,7106
2025-10-03T23:00:00+0700,1.17388,1.17586,1.17322,1.17392,11069
2025-10-04T03:00:00+0700,1.17393,1.17439,1.17263,1.1740599999999999,3855
2025-10-06T07:00:00+0700,1.1718600000000001,1.17263,1.17058,1.17157,7036
2025-10-06T11:00:00+0700,1.17159,1.17303,1.17096,1.17197,4961
2025-10-06T15:00:00+0700,1.17197,1.17246,1.16514,1.16672,11263
2025-10-06T19:00:00+0700,1.16672,1.16891,1.16521,1.16885,10023
2025-10-06T23:00:00+0700,1.16888,1.17205,1.16834,1.17115,9734
2025-10-07T03:00:00+0700,1.17116,1.17164,1.17079,1.17111,3596
2025-10-07T07:00:00+0700,1.17062,1.17141,1.17037,1.17084,4434
2025-10-07T11:00:00+0700,1.17083,1.17083,1.16938,1.16978,3449
2025-10-07T15:00:00+0700,1.16978,1.16993,1.16646,1.16655,7213
2025-10-07T19:00:00+0700,1.16655,1.16754,1.16535,1.16665,7789
2025-10-07T23:00:00+0700,1.16665,1.16807,1.1654200000000001,1.16696,10803
2025-10-08T03:00:00+0700,1.16696,1.16789,1.16472,1.16564,4961
2025-10-08T07:00:00+0700,1.16564,1.16607,1.16451,1.16468,2316
2025-10-08T11:00:00+0700,1.16468,1.16468,1.16155,1.16188,6171
2025-10-08T15:00:00+0700,1.16188,1.1635,1.16066,1.1614,9140
2025-10-08T19:00:00+0700,1.16143,1.16375,1.16055,1.1632,8861
2025-10-08T23:00:00+0700,1.1632,1.16443,1.1598,1.1604700000000001,10507
2025-10-09T03:00:00+0700,1.1605,1.16319,1.15991,1.16272,6079
2025-10-09T07:00:00+0700,1.16226,1.16406,1.16206,1.16365,4419
