time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pdh,pdl,pdc,sweep_prev_high,sweep_prev_low
2025-09-27T03:00:00+0700,1.16923,1.1706699999999999,1.16905,1.16986,4745,0.0016199999999999548,0.0016199999999999548,0.0016199999999999548,0.0006299999999999084,0.0008099999999999774,0.000180000000000069,0.5,0,0,,0,0,0,0,1.16986,1.16986,,,,0,0
2025-09-29T07:00:00+0700,1.16975,1.17228,1.16975,1.17211,3453,0.002529999999999921,0.0016849999999999526,0.002529999999999921,0.0023599999999999177,0.00017000000000000348,0.0,0.9328063241106684,0,0,,0,0,0,0,1.1700742857142856,1.1699482352941175,1.1706699999999999,1.16905,1.16986,0,0
2025-09-29T11:00:00+0700,1.17211,1.17325,1.17139,1.17265,4243,0.0018599999999999728,0.001697499999999954,0.0018599999999999728,0.0005399999999999849,0.0005999999999999339,0.0007200000000000539,0.6774193548387405,0,0,,0,0,0,0,1.1703195918367346,1.1700541868512109,1.1706699999999999,1.16905,1.16986,0,0
2025-09-29T15:00:00+0700,1.17265,1.17328,1.17073,1.17232,7584,0.0025500000000000522,0.0017583928571428182,0.0025500000000000522,0.00032999999999994145,0.0006300000000001305,0.0015899999999999803,0.6235294117646853,0,0,,0,0,0,0,1.1705101068999029,1.1701430422688106,1.1706699999999999,1.16905,1.16986,0,0
2025-09-29T19:00:00+0700,1.17232,1.17506,1.17087,1.17494,8269,0.004189999999999916,0.001932079081632611,0.004189999999999916,0.0026200000000000667,0.00011999999999989797,0.0014499999999999513,0.971360381861599,0,0,,0,0,0,0,1.1709320014808644,1.170331158258269,1.1706699999999999,1.16905,1.16986,0,0
2025-09-29T23:00:00+0700,1.17493,1.1754,1.1722299999999999,1.17289,10103,0.003170000000000117,0.0020205020043731472,0.003170000000000117,0.0020400000000000418,0.00046999999999997044,0.000660000000000105,0.2082018927445049,1,0,,0,0,0,0,1.1711184775303058,1.170431504993239,1.1706699999999999,1.16905,1.16986,0,0
2025-09-30T03:00:00+0700,1.17288,1.17324,1.17198,1.17256,3593,0.0012600000000000389,0.001966180432632211,0.0012600000000000389,0.00031999999999987594,0.000360000000000138,0.0005800000000000249,0.4603174603174659,0,0,,0,0,0,0,1.1712557653845626,1.170514975385661,1.1754,1.16975,1.17289,0,0
2025-09-30T07:00:00+0700,1.17233,1.17319,1.17121,1.17203,3412,0.0019799999999998708,0.001967167544587044,0.0019799999999998708,0.000300000000000189,0.0008599999999998609,0.0008199999999998209,0.4141414141413507,0,0,,0,0,0,0,1.1713295020146042,1.1705743881156352,1.1754,1.16975,1.17289,0,0
2025-09-30T11:00:00+0700,1.17203,1.17282,1.17117,1.17281,4896,0.0016499999999999293,0.0019445127199736788,0.0016499999999999293,0.0007800000000000029,1.0000000000065512e-05,0.0008599999999998609,0.9939393939393539,0,1,,0,0,0,0,1.171470501822737,1.170662059169924,1.1754,1.16975,1.17289,0,0
2025-09-30T15:00:00+0700,1.17281,1.1761,1.17277,1.17551,8378,0.003329999999999833,0.0020434760971184043,0.003329999999999833,0.0027000000000001467,0.0005899999999998684,3.999999999981796e-05,0.8228228228228535,1,0,,0,0,0,0,1.1718552159348572,1.1708521744965936,1.1754,1.16975,1.17289,0,0
