time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pmh,pml,pmc,sweep_prev_high,sweep_prev_low
2022-09-04T07:00:00+0700,0.99031,1.01129,0.98754,1.00366,209953,0.02375000000000005,0.02375000000000005,0.02375000000000005,0.013349999999999973,0.007630000000000026,0.00277000000000005,0.6787368421052627,0,0,,0,0,0,0,1.00366,1.00366,,,,0,0
2022-09-11T07:00:00+0700,1.01035,1.01974,0.99448,1.00145,323929,0.02526000000000006,0.023857857142857194,0.02526000000000006,0.00890000000000013,0.00939000000000001,0.006969999999999921,0.27593032462390754,0,0,,0,0,0,0,1.0034495238095238,1.0035733333333334,,,,0,0
2022-09-18T07:00:00+0700,1.00054,1.00502,0.96677,0.96859,352463,0.038250000000000006,0.024885867346938824,0.038250000000000006,0.031950000000000034,0.0044800000000000395,0.0018199999999999328,0.04758169934640347,0,0,,0,0,0,0,1.0001295691609977,1.002201437908497,,,,0,0
2022-09-25T07:00:00+0700,0.96682,0.98534,0.95356,0.9795,486768,0.03178000000000003,0.025378305393586053,0.03178000000000003,0.012680000000000025,0.005839999999999956,0.01326000000000005,0.8162366268093156,0,1,,0,0,0,0,0.9981648482885218,1.001311185441497,,,,0,0
2022-10-02T07:00:00+0700,0.97746,0.99992,0.97258,0.97385,412249,0.02734000000000003,0.02551842643690134,0.02734000000000003,0.003610000000000002,0.022460000000000035,0.0012699999999999934,0.04645208485735157,0,0,,0,0,0,0,0.9958491484515197,1.0002342762084973,1.01974,0.95356,0.9795,0,0
2022-10-09T07:00:00+0700,0.97278,0.98082,0.96314,0.97204,407887,0.01768000000000003,0.02495853883426553,0.01768000000000003,0.0007399999999999629,0.008040000000000047,0.008900000000000019,0.5033936651583713,0,0,,0,0,0,0,0.9935816105037559,0.999128618317968,1.01974,0.95356,0.9795,0,0
2022-10-16T07:00:00+0700,0.97208,0.98753,0.97046,0.98618,407524,0.01707000000000003,0.02439507177467514,0.01707000000000003,0.01409999999999989,0.0013500000000000734,0.0016200000000000658,0.9209138840070257,0,0,,0,0,0,0,0.992876695217684,0.9986208293643222,1.01974,0.95356,0.9795,0,0
2022-10-23T07:00:00+0700,0.98725,1.00932,0.98064,0.99643,416400,0.02868000000000004,0.024701138076484063,0.02868000000000004,0.009180000000000077,0.012889999999999957,0.006610000000000005,0.5505578800557901,0,0,,0,0,0,0,0.9932151051969521,0.9985349144872899,1.01974,0.95356,0.9795,0,0
2022-10-30T07:00:00+0700,0.99487,0.99754,0.97297,0.9946,354403,0.02456999999999998,0.024691771071020916,0.02456999999999998,0.00026999999999999247,0.00266999999999995,0.021630000000000038,0.8803418803418825,0,0,,0,0,0,0,0.9933469999400996,0.9983806041152393,1.01974,0.95356,0.9795,0,0
2022-11-06T07:00:00+0700,0.99059,1.03637,0.99002,1.035,390426,0.04635,0.02623878742309085,0.04635,0.04440999999999995,0.0013700000000000934,0.0005699999999999594,0.9704422869471393,0,0,,0,0,0,0,0.9973139523267567,0.9998166588558182,1.00932,0.96314,0.9946,0,0
2022-11-13T07:00:00+0700,1.03327,1.04801,1.02711,1.03251,404334,0.02090000000000014,0.02585744546429866,0.02090000000000014,0.0007599999999998719,0.014740000000000197,0.005400000000000071,0.2583732057416285,0,0,,0,0,0,0,1.0006659568670657,1.0010987506653939,1.00932,0.96314,0.9946,0,0
2022-11-20T07:00:00+0700,1.03212,1.04481,1.02223,1.03967,293903,0.022580000000000044,0.025623342216848758,0.022580000000000044,0.007550000000000168,0.005139999999999922,0.009889999999999954,0.7723649247121385,0,0,,0,0,0,0,1.004380627641631,1.0026113486785158,1.00932,0.96314,0.9946,0,0
2022-11-27T07:00:00+0700,1.03709,1.05446,1.02898,1.05405,411131,0.025479999999999947,0.02561310348707384,0.025479999999999947,0.016959999999999864,0.00041000000000002146,0.008110000000000062,0.9839089481946616,0,0,,0,0,0,0,1.0091110440567137,1.004628550691123,1.00932,0.96314,0.9946,0,0
2022-12-04T07:00:00+0700,1.05299,1.05943,1.04429,1.05313,365289,0.015140000000000153,0.02486502466656858,0.015140000000000153,0.00013999999999980695,0.006300000000000194,0.008700000000000152,0.5838837516512463,0,0,,0,0,0,0,1.013303325575122,1.006530568311079,1.05446,0.99002,1.05405,1,0
2022-12-11T07:00:00+0700,1.05271,1.07355,1.05057,1.05851,362540,0.02298,0.024730380047527967,0.02298,0.005800000000000027,0.015039999999999942,0.0021400000000000308,0.34551784160139504,1,0,,0,0,0,0,1.0176087231393962,1.008568977396919,1.05446,0.99002,1.05405,0,0
2022-12-18T07:00:00+0700,1.05891,1.06589,1.05729,1.06136,348741,0.008599999999999941,0.02357821004413311,0.008599999999999941,0.0024500000000000632,0.004529999999999923,0.0016199999999999548,0.4732558139534937,0,0,,0,0,0,0,1.0217755114118348,1.010639213577432,1.05446,0.99002,1.05405,0,0
2022-12-25T07:00:00+0700,1.06349,1.07127,1.06062,1.07076,221936,0.010650000000000048,0.022654766469552175,0.010650000000000048,0.007269999999999888,0.0005100000000000104,0.00287000000000015,0.9521126760563373,0,0,,0,0,0,0,1.0264407008011838,1.0129968914763563,1.05446,0.99002,1.05405,0,0
2023-01-01T07:00:00+0700,1.06659,1.0683,1.04829,1.06432,289575,0.02246999999999999,0.022641568864584162,0.020010000000000083,0.0022699999999999942,0.0017100000000001003,0.01602999999999999,0.8010994502748586,0,1,,0,0,0,0,1.0300482531058328,1.0150095623988522,1.07355,1.04429,1.07076,0,0
2023-01-08T07:00:00+0700,1.06407,1.0867499999999999,1.0638,1.08301,349564,0.022949999999999804,0.022663599659970994,0.022949999999999804,0.018939999999999957,0.0037399999999998546,0.00026999999999999247,0.837037037037042,0,0,BOS_UP,1,0,0,0,1.0350922290005156,1.0176762462263482,1.07355,1.04429,1.07076,0,0
2023-01-15T07:00:00+0700,1.08334,1.0887,1.07656,1.08555,361173,0.01214000000000004,0.021911913969973072,0.01214000000000004,0.0022100000000000453,0.003149999999999986,0.006780000000000008,0.7405271828665588,0,0,BOS_UP,1,0,0,0,1.0398977310004665,1.020337962060609,1.07355,1.04429,1.07076,0,0
2023-01-22T07:00:00+0700,1.08674,1.0929,1.08347,1.08684,295824,0.00943000000000005,0.02102034868640357,0.00943000000000005,9.999999999998899e-05,0.006059999999999954,0.003270000000000106,0.35737009544009307,0,0,BOS_UP,1,0,0,0,1.0443684232861363,1.0229458851170556,1.07355,1.04429,1.07076,0,0
2023-01-29T07:00:00+0700,1.08633,1.10325,1.07919,1.07945,330906,0.02405999999999997,0.021237466637374743,0.02405999999999997,0.006879999999999997,0.016920000000000046,0.00025999999999992696,0.0108063175394816,1,0,,0,0,0,0,1.0477095258303137,1.0251617327595242,1.07355,1.04429,1.07076,0,0
2023-02-05T07:00:00+0700,1.07832,1.07985,1.06659,1.06769,306405,0.01326000000000005,0.02066764759184798,0.01326000000000005,0.010629999999999917,0.0015300000000000313,0.001100000000000101,0.08295625942685496,0,0,,0,0,0,0,1.0496124281321886,1.0268295079454253,1.10325,1.04829,1.07945,0,0
2023-02-12T07:00:00+0700,1.06825,1.08031,1.06125,1.06939,328886,0.019060000000000077,0.020552815621001704,0.019060000000000077,0.001140000000000141,0.01092000000000004,0.006999999999999895,0.4270724029380904,0,0,,0,0,0,0,1.0514960064053136,1.0284985468495262,1.10325,1.04829,1.07945,0,0
2023-02-19T07:00:00+0700,1.06865,1.07041,1.05357,1.05457,290223,0.016840000000000188,0.02028761450521588,0.016840000000000188,0.014080000000000092,0.0017599999999999838,0.001000000000000112,0.05938242280285634,0,0,,0,0,0,0,1.0517887677000457,1.0295209567769958,1.10325,1.04829,1.07945,0,0
2023-02-26T07:00:00+0700,1.05443,1.0691,1.05326,1.06348,264415,0.015839999999999854,0.019969927754843304,0.015839999999999854,0.009050000000000002,0.005619999999999958,0.0011699999999998933,0.6452020202020196,0,0,,0,0,0,0,1.0529022183952794,1.0308526839622116,1.10325,1.04829,1.07945,0,0
