time_th,open,high,low,close,tick_volume
2022-09-04T07:00:00+0700,0.99031,1.01129,0.98754,1.00366,209953
2022-09-11T07:00:00+0700,1.01035,1.01974,0.99448,1.00145,323929
2022-09-18T07:00:00+0700,1.00054,1.00502,0.96677,0.96859,352463
2022-09-25T07:00:00+0700,0.96682,0.98534,0.95356,0.9795,486768
2022-10-02T07:00:00+0700,0.97746,0.99992,0.97258,0.97385,412249
2022-10-09T07:00:00+0700,0.97278,0.98082,0.96314,0.97204,407887
2022-10-16T07:00:00+0700,0.97208,0.98753,0.97046,0.98618,407524
2022-10-23T07:00:00+0700,0.98725,1.00932,0.98064,0.99643,416400
2022-10-30T07:00:00+0700,0.99487,0.99754,0.97297,0.9946,354403
2022-11-06T07:00:00+0700,0.99059,1.03637,0.99002,1.035,390426
2022-11-13T07:00:00+0700,1.03327,1.04801,1.02711,1.03251,404334
2022-11-20T07:00:00+0700,1.03212,1.04481,1.02223,1.03967,293903
2022-11-27T07:00:00+0700,1.03709,1.05446,1.02898,1.05405,411131
2022-12-04T07:00:00+0700,1.05299,1.05943,1.04429,1.05313,365289
2022-12-11T07:00:00+0700,1.05271,1.07355,1.05057,1.05851,362540
2022-12-18T07:00:00+0700,1.05891,1.06589,1.05729,1.06136,348741
2022-12-25T07:00:00+0700,1.06349,1.07127,1.06062,1.07076,221936
2023-01-01T07:00:00+0700,1.06659,1.0683,1.04829,1.06432,289575
2023-01-08T07:00:00+0700,1.06407,1.0867499999999999,1.0638,1.08301,349564
2023-01-15T07:00:00+0700,1.08334,1.0887,1.07656,1.08555,361173
2023-01-22T07:00:00+0700,1.08674,1.0929,1.08347,1.08684,295824
2023-01-29T07:00:00+0700,1.08633,1.10325,1.07919,1.07945,330906
2023-02-05T07:00:00+0700,1.07832,1.07985,1.06659,1.06769,306405
2023-02-12T07:00:00+0700,1.06825,1.08031,1.06125,1.06939,328886
2023-02-19T07:00:00+0700,1.06865,1.07041,1.05357,1.05457,290223
2023-02-26T07:00:00+0700,1.05443,1.0691,1.05326,1.06348,264415
2023-03-05T07:00:00+0700,1.06268,1.07002,1.05241,1.06422,276520
2023-03-12T07:00:00+0700,1.06836,1.07594,1.05156,1.06664,412725
2023-03-19T07:00:00+0700,1.06878,1.09292,1.06309,1.07581,294188
2023-03-26T07:00:00+0700,1.07744,1.0925799999999999,1.07446,1.08357,271765
2023-04-02T07:00:00+0700,1.08383,1.09728,1.07877,1.08963,254519
2023-04-09T07:00:00+0700,1.08937,1.10754,1.0830899999999999,1.09854,215843
2023-04-16T07:00:00+0700,1.09873,1.09993,1.09087,1.09878,203173
2023-04-23T07:00:00+0700,1.09898,1.10946,1.09621,1.10124,237418
2023-04-30T07:00:00+0700,1.1022,1.10909,1.09417,1.1015,238087
2023-05-07T07:00:00+0700,1.10217,1.10532,1.08458,1.08458,206499
2023-05-14T07:00:00+0700,1.08596,1.09042,1.07596,1.08048,197995
2023-05-21T07:00:00+0700,1.0803,1.08308,1.07014,1.07196,218419
2023-05-28T07:00:00+0700,1.07132,1.07785,1.06347,1.07059,201389
2023-06-04T07:00:00+0700,1.07102,1.07865,1.06666,1.07466,188671
2023-06-11T07:00:00+0700,1.07457,1.09702,1.07327,1.09346,208444
2023-06-18T07:00:00+0700,1.09385,1.10117,1.0844,1.08851,206830
2023-06-25T07:00:00+0700,1.09001,1.09762,1.08349,1.09029,214031
2023-07-02T07:00:00+0700,1.09057,1.09728,1.08333,1.09595,195954
2023-07-09T07:00:00+0700,1.09543,1.12445,1.0943100000000001,1.12176,224787
2023-07-16T07:00:00+0700,1.12251,1.12753,1.11074,1.11209,227183
2023-07-23T07:00:00+0700,1.11178,1.11492,1.09432,1.10088,264856
2023-07-30T07:00:00+0700,1.1015,1.10454,1.09119,1.10001,250529
2023-08-06T07:00:00+0700,1.10064,1.10643,1.09286,1.0939,221265
2023-08-13T07:00:00+0700,1.09435,1.0959699999999999,1.08445,1.08635,253195
2023-08-20T07:00:00+0700,1.08618,1.09299,1.07653,1.07897,222560
2023-08-27T07:00:00+0700,1.0791,1.0945,1.07666,1.07683,222444
2023-09-03T07:00:00+0700,1.07712,1.08084,1.06857,1.06947,189672
2023-09-10T07:00:00+0700,1.07097,1.07679,1.06289,1.0649,216326
2023-09-17T07:00:00+0700,1.0653,1.07363,1.06144,1.06385,196287
2023-09-24T07:00:00+0700,1.06321,1.06551,1.04876,1.0562,216415
2023-10-01T07:00:00+0700,1.05569,1.05995,1.04478,1.0582799999999999,245207
2023-10-08T07:00:00+0700,1.05468,1.06393,1.04951,1.05039,246777
2023-10-15T07:00:00+0700,1.05056,1.06163,1.05027,1.0591,225935
2023-10-22T07:00:00+0700,1.05893,1.06935,1.05221,1.05614,212289
2023-10-29T07:00:00+0700,1.05602,1.07463,1.05167,1.07282,218093
2023-11-05T07:00:00+0700,1.07207,1.07558,1.06557,1.06814,190791
2023-11-12T07:00:00+0700,1.06802,1.09132,1.06646,1.09102,195041
